sku,date,units,revenue_cents
22423,2011-04-16,0,0
22423,2011-04-17,7,8925
22423,2011-04-18,28,39363
22423,2011-04-19,19,24225
22423,2011-04-20,89,121929
22423,2011-04-21,35,45408
22423,2011-04-22,0,0
22423,2011-04-23,0,0
22423,2011-04-24,0,0
22423,2011-04-25,0,0
22423,2011-04-26,39,61497
22423,2011-04-27,202,223350
22423,2011-04-28,43,49065
22423,2011-04-29,0,0
22423,2011-04-30,0,0
22423,2011-05-01,5,6375
22423,2011-05-02,0,0
22423,2011-05-03,34,42912
22423,2011-05-04,11,14025
22423,2011-05-05,64,74400
22423,2011-05-06,34,44493
22423,2011-05-07,0,0
22423,2011-05-08,18,22950
22423,2011-05-09,17,26559
22423,2011-05-10,30,38250
22423,2011-05-11,58,67470
22423,2011-05-12,161,180795
22423,2011-05-13,42,50670
22423,2011-05-14,0,0
22423,2011-05-15,2,2550
22423,2011-05-16,13,17796
22423,2011-05-17,42,38050
22423,2011-05-18,12,15300
22423,2011-05-19,96,113322
22423,2011-05-20,56,68082
22423,2011-05-21,0,0
22423,2011-05-22,7,8925
22423,2011-05-23,8,11421
22423,2011-05-24,18,22950
22423,2011-05-25,28,35262
22423,2011-05-26,6,8871
22423,2011-05-27,63,80232
22423,2011-05-28,0,0
22423,2011-05-29,3,3825
22423,2011-05-30,0,0
22423,2011-05-31,25,31437
22423,2011-06-01,16,22842
22423,2011-06-02,56,62721
22423,2011-06-03,126,139050
22423,2011-06-04,0,0
22423,2011-06-05,12,15300
22423,2011-06-06,12,16521
22423,2011-06-07,11,14025
22423,2011-06-08,51,73917
22423,2011-06-09,42,49011
22423,2011-06-10,57,73020
22423,2011-06-11,0,0
22423,2011-06-12,5,6375
22423,2011-06-13,5,7596
22423,2011-06-14,21,31659
22423,2011-06-15,12,6550
22423,2011-06-16,13,17796
22423,2011-06-17,31,41529
22423,2011-06-18,0,0
22423,2011-06-19,6,7650
22423,2011-06-20,4,5100
22423,2011-06-21,48,61545
22423,2011-06-22,12,15300
22423,2011-06-23,32,37920
22423,2011-06-24,21,23895
22423,2011-06-25,0,0
22423,2011-06-26,13,16575
22423,2011-06-27,4,5100
22423,2011-06-28,19,37656
22423,2011-06-29,3,5046
22423,2011-06-30,13,16575
22423,2011-07-01,23,26445
22423,2011-07-02,0,0
22423,2011-07-03,22,25170
22423,2011-07-04,15,19125
22423,2011-07-05,33,64053
22423,2011-07-06,20,22620
22423,2011-07-07,14,20292
22423,2011-07-08,23,45198
22423,2011-07-09,0,0
22423,2011-07-10,0,0
22423,2011-07-11,13,16575
22423,2011-07-12,43,58833
22423,2011-07-13,4,5100
22423,2011-07-14,126,140490
22423,2011-07-15,9,13917
22423,2011-07-16,0,0
22423,2011-07-17,11,14025
22423,2011-07-18,3,3825
22423,2011-07-19,54,74220
22423,2011-07-20,24,30162
22423,2011-07-21,90,100350
22423,2011-07-22,84,100245
22423,2011-07-23,0,0
22423,2011-07-24,51,56385
22423,2011-07-25,19,22566
22423,2011-07-26,16,22842
22423,2011-07-27,3,3825
22423,2011-07-28,224,250602
22423,2011-07-29,12,16521
22423,2011-07-30,0,0
22423,2011-07-31,1,1275
22423,2011-08-01,19,33993
22423,2011-08-02,8,17526
22423,2011-08-03,28,35700
22423,2011-08-04,40,46821
22423,2011-08-05,16,17520
22423,2011-08-06,0,0
22423,2011-08-07,21,23895
22423,2011-08-08,58,67752
22423,2011-08-09,22,25170
22423,2011-08-10,15,33777
22423,2011-08-11,10,12750
22423,2011-08-12,17,18795
22423,2011-08-13,0,0
22423,2011-08-14,0,0
22423,2011-08-15,22,25170
22423,2011-08-16,13,26343
22423,2011-08-17,20,22620
22423,2011-08-18,75,86985
22423,2011-08-19,7,8925
22423,2011-08-20,0,0
22423,2011-08-21,10,12750
22423,2011-08-22,70,77730
22423,2011-08-23,4,5100
22423,2011-08-24,38,54117
22423,2011-08-25,29,34095
22423,2011-08-26,8,12642
22423,2011-08-27,0,0
22423,2011-08-28,0,0
22423,2011-08-29,0,0
22423,2011-08-30,12,29952
22423,2011-08-31,5,8817
22423,2011-09-01,42,47790
22423,2011-09-02,28,38925
22423,2011-09-03,0,0
22423,2011-09-04,2,2550
22423,2011-09-05,2,2550
22423,2011-09-06,8,13863
22423,2011-09-07,4,5100
22423,2011-09-08,19,22566
22423,2011-09-09,8,13863
22423,2011-09-10,0,0
22423,2011-09-11,64,72960
22423,2011-09-12,56,65640
22423,2011-09-13,58,70632
22423,2011-09-14,21,25116
22423,2011-09-15,49,57936
22423,2011-09-16,7,10146
22423,2011-09-17,0,0
22423,2011-09-18,6,7650
22423,2011-09-19,2,2550
22423,2011-09-20,17,26559
22423,2011-09-21,19,27888
22423,2011-09-22,29,34095
22423,2011-09-23,12,26289
22423,2011-09-24,0,0
22423,2011-09-25,21,23895
22423,2011-09-26,11,15246
22423,2011-09-27,47,61272
22423,2011-09-28,10,12891
22423,2011-09-29,60,69081
22423,2011-09-30,4,5100
22423,2011-10-01,0,0
22423,2011-10-02,5,6375
22423,2011-10-03,26,37596
22423,2011-10-04,41,57504
22423,2011-10-05,130,144150
22423,2011-10-06,70,80391
22423,2011-10-07,11,22572
22423,2011-10-08,0,0
22423,2011-10-09,20,21900
22423,2011-10-10,21,27996
22423,2011-10-11,20,30384
22423,2011-10-12,15,20346
22423,2011-10-13,32,37920
22423,2011-10-14,17,29001
22423,2011-10-15,0,0
22423,2011-10-16,22,24990
22423,2011-10-17,15,22788
22423,2011-10-18,10,17634
22423,2011-10-19,7,8925
22423,2011-10-20,27,31545
22423,2011-10-21,24,32604
22423,2011-10-22,0,0
22423,2011-10-23,6,7650
22423,2011-10-24,5,11259
22423,2011-10-25,13,17796
22423,2011-10-26,18,20070
22423,2011-10-27,22,29271
22423,2011-10-28,44,50340
22423,2011-10-29,0,0
22423,2011-10-30,19,21345
22423,2011-10-31,40,56667
22423,2011-11-01,11,14025
22423,2011-11-02,4,8763
22423,2011-11-03,65,74235
22423,2011-11-04,101,119040
22423,2011-11-05,0,0
22423,2011-11-06,15,19125
22423,2011-11-07,35,38865
22423,2011-11-08,10,17634
22423,2011-11-09,15,21567
22423,2011-11-10,46,58212
22423,2011-11-11,28,57678
22423,2011-11-12,0,0
22423,2011-11-13,23,26445
22423,2011-11-14,6,8871
22423,2011-11-15,45,56499
22423,2011-11-16,14,20292
22423,2011-11-17,29,36537
22423,2011-11-18,48,71313
22423,2011-11-19,0,0
22423,2011-11-20,6,7650
22423,2011-11-21,44,50340
22423,2011-11-22,29,58953
22423,2011-11-23,47,55206
22423,2011-11-24,32,43383
22423,2011-11-25,19,35214
22423,2011-11-26,0,0
22423,2011-11-27,14,25884
22423,2011-11-28,8,12642
22423,2011-11-29,93,118314
22423,2011-11-30,29,41421
22423,2011-12-01,27,33987
22423,2011-12-02,20,31605
22423,2011-12-03,0,0
22423,2011-12-04,20,37710
22423,2011-12-05,35,49071
22423,2011-12-06,155,192387
22423,2011-12-07,18,22950
22423,2011-12-08,26,53394
85099B,2010-12-01,556,93872
85099B,2010-12-02,48,9360
85099B,2010-12-03,9,3111
85099B,2010-12-04,0,0
85099B,2010-12-05,29,5655
85099B,2010-12-06,157,29423
85099B,2010-12-07,343,61953
85099B,2010-12-08,205,37879
85099B,2010-12-09,21,5677
85099B,2010-12-10,115,20555
85099B,2010-12-11,0,0
85099B,2010-12-12,1,195
85099B,2010-12-13,28,6816
85099B,2010-12-14,63,13641
85099B,2010-12-15,80,15600
85099B,2010-12-16,210,37950
85099B,2010-12-17,25,8265
85099B,2010-12-18,0,0
85099B,2010-12-19,1,195
85099B,2010-12-20,47,10295
85099B,2010-12-21,112,21552
85099B,2010-12-22,1,0
85099B,2010-12-23,11,2371
85099B,2010-12-24,0,0
85099B,2010-12-25,0,0
85099B,2010-12-26,0,0
85099B,2010-12-27,0,0
85099B,2010-12-28,0,0
85099B,2010-12-29,0,0
85099B,2010-12-30,0,0
85099B,2010-12-31,0,0
85099B,2011-01-01,0,0
85099B,2011-01-02,0,0
85099B,2011-01-03,0,0
85099B,2011-01-04,27,5265
85099B,2011-01-05,436,73020
85099B,2011-01-06,344,58080
85099B,2011-01-07,504,84184
85099B,2011-01-08,0,0
85099B,2011-01-09,43,8385
85099B,2011-01-10,47,10069
85099B,2011-01-11,1,421
85099B,2011-01-12,4,1684
85099B,2011-01-13,33,8397
85099B,2011-01-14,90,24090
85099B,2011-01-15,0,0
85099B,2011-01-16,10,1950
85099B,2011-01-17,37,9831
85099B,2011-01-18,87,20017
85099B,2011-01-19,22,4726
85099B,2011-01-20,4,998
85099B,2011-01-21,24,9040
85099B,2011-01-22,0,0
85099B,2011-01-23,100,16500
85099B,2011-01-24,56,11792
85099B,2011-01-25,373,63789
85099B,2011-01-26,1,413
85099B,2011-01-27,51,10163
85099B,2011-01-28,1,413
85099B,2011-01-29,0,0
85099B,2011-01-30,0,0
85099B,2011-01-31,52,12538
85099B,2011-02-01,370,66804
85099B,2011-02-02,310,54242
85099B,2011-02-03,126,21570
85099B,2011-02-04,23,7101
85099B,2011-02-05,0,0
85099B,2011-02-06,64,12480
85099B,2011-02-07,30,5850
85099B,2011-02-08,139,25413
85099B,2011-02-09,26,7468
85099B,2011-02-10,0,0
85099B,2011-02-11,43,8385
85099B,2011-02-12,0,0
85099B,2011-02-13,40,7800
85099B,2011-02-14,416,69120
85099B,2011-02-15,52,10576
85099B,2011-02-16,30,5850
85099B,2011-02-17,131,27309
85099B,2011-02-18,314,52230
85099B,2011-02-19,0,0
85099B,2011-02-20,30,5850
85099B,2011-02-21,2,826
85099B,2011-02-22,224,38116
85099B,2011-02-23,48,14592
85099B,2011-02-24,161,28613
85099B,2011-02-25,159,29967
85099B,2011-02-26,0,0
85099B,2011-02-27,6,1170
85099B,2011-02-28,74,15302
85099B,2011-03-01,278,49954
85099B,2011-03-02,16,3120
85099B,2011-03-03,30,5850
85099B,2011-03-04,151,26445
85099B,2011-03-05,0,0
85099B,2011-03-06,25,4875
85099B,2011-03-07,453,78079
85099B,2011-03-08,87,16965
85099B,2011-03-09,26,6160
85099B,2011-03-10,31,6699
85099B,2011-03-11,101,19913
85099B,2011-03-12,0,0
85099B,2011-03-13,0,0
85099B,2011-03-14,141,24495
85099B,2011-03-15,45,14879
85099B,2011-03-16,10,1950
85099B,2011-03-17,1246,207378
85099B,2011-03-18,35,9051
85099B,2011-03-19,0,0
85099B,2011-03-20,71,14063
85099B,2011-03-21,150,26250
85099B,2011-03-22,35,10967
85099B,2011-03-23,337,57805
85099B,2011-03-24,305,53475
85099B,2011-03-25,521,89813
85099B,2011-03-26,0,0
85099B,2011-03-27,0,0
85099B,2011-03-28,143,25103
85099B,2011-03-29,453,151631
85099B,2011-03-30,331,55763
85099B,2011-03-31,40,11060
85099B,2011-04-01,16,3198
85099B,2011-04-02,0,0
85099B,2011-04-03,10,2080
85099B,2011-04-04,329,63680
85099B,2011-04-05,113,21098
85099B,2011-04-06,118,22252
85099B,2011-04-07,33,7586
85099B,2011-04-08,108,24918
85099B,2011-04-09,0,0
85099B,2011-04-10,24,4992
85099B,2011-04-11,22,4576
85099B,2011-04-12,120,21930
85099B,2011-04-13,40,8320
85099B,2011-04-14,148,27884
85099B,2011-04-15,66,17008
85099B,2011-04-16,0,0
85099B,2011-04-17,210,37880
85099B,2011-04-18,169,38471
85099B,2011-04-19,146,28323
85099B,2011-04-20,80,16640
85099B,2011-04-21,124,23507
85099B,2011-04-22,0,0
85099B,2011-04-23,0,0
85099B,2011-04-24,0,0
85099B,2011-04-25,0,0
85099B,2011-04-26,190,40385
85099B,2011-04-27,57,12471
85099B,2011-04-28,33,7069
85099B,2011-04-29,0,0
85099B,2011-04-30,0,0
85099B,2011-05-01,95,19760
85099B,2011-05-02,0,0
85099B,2011-05-03,51,10608
85099B,2011-05-04,28,5824
85099B,2011-05-05,37,8721
85099B,2011-05-06,94,20857
85099B,2011-05-07,0,0
85099B,2011-05-08,110,22880
85099B,2011-05-09,66,13933
85099B,2011-05-10,396,82688
85099B,2011-05-11,144,27052
85099B,2011-05-12,127,23516
85099B,2011-05-13,340,62020
85099B,2011-05-14,0,0
85099B,2011-05-15,3,624
85099B,2011-05-16,133,24248
85099B,2011-05-17,161,31933
85099B,2011-05-18,78,16460
85099B,2011-05-19,152,32326
85099B,2011-05-20,273,50984
85099B,2011-05-21,0,0
85099B,2011-05-22,71,14768
85099B,2011-05-23,365,69065
85099B,2011-05-24,251,47548
85099B,2011-05-25,245,45775
85099B,2011-05-26,6,1248
85099B,2011-05-27,44,12022
85099B,2011-05-28,0,0
85099B,2011-05-29,12,2496
85099B,2011-05-30,0,0
85099B,2011-05-31,29,6237
85099B,2011-06-01,21,5393
85099B,2011-06-02,153,31589
85099B,2011-06-03,23,4989
85099B,2011-06-04,0,0
85099B,2011-06-05,35,7280
85099B,2011-06-06,123,22389
85099B,2011-06-07,307,58381
85099B,2011-06-08,135,36485
85099B,2011-06-09,78,17864
85099B,2011-06-10,22,6011
85099B,2011-06-11,0,0
85099B,2011-06-12,108,19564
85099B,2011-06-13,25,6020
85099B,2011-06-14,234,43282
85099B,2011-06-15,213,44274
85099B,2011-06-16,134,25792
85099B,2011-06-17,100,17900
85099B,2011-06-18,0,0
85099B,2011-06-19,123,22684
85099B,2011-06-20,326,62183
85099B,2011-06-21,162,32436
85099B,2011-06-22,120,22060
85099B,2011-06-23,142,26841
85099B,2011-06-24,11,2493
85099B,2011-06-25,0,0
85099B,2011-06-26,30,6240
85099B,2011-06-27,227,42851
85099B,2011-06-28,23,6421
85099B,2011-06-29,60,12480
85099B,2011-06-30,225,41020
85099B,2011-07-01,57,13291
85099B,2011-07-02,0,0
85099B,2011-07-03,4,832
85099B,2011-07-04,51,11428
85099B,2011-07-05,286,56968
85099B,2011-07-06,200,39110
85099B,2011-07-07,366,67988
85099B,2011-07-08,414,83382
85099B,2011-07-09,0,0
85099B,2011-07-10,7,1456
85099B,2011-07-11,22,4576
85099B,2011-07-12,31,7883
85099B,2011-07-13,76,16133
85099B,2011-07-14,123,22889
85099B,2011-07-15,34,7892
85099B,2011-07-16,0,0
85099B,2011-07-17,125,23100
85099B,2011-07-18,71,19278
85099B,2011-07-19,272,49326
85099B,2011-07-20,259,48072
85099B,2011-07-21,45,10385
85099B,2011-07-22,40,8730
85099B,2011-07-23,0,0
85099B,2011-07-24,25,5200
85099B,2011-07-25,59,14117
85099B,2011-07-26,148,29524
85099B,2011-07-27,162,31001
85099B,2011-07-28,48,10394
85099B,2011-07-29,111,23088
85099B,2011-07-30,0,0
85099B,2011-07-31,12,2496
85099B,2011-08-01,348,63684
85099B,2011-08-02,44,9392
85099B,2011-08-03,38,8314
85099B,2011-08-04,443,84059
85099B,2011-08-05,130,23640
85099B,2011-08-06,0,0
85099B,2011-08-07,23,4784
85099B,2011-08-08,338,62424
85099B,2011-08-09,63,13104
85099B,2011-08-10,547,100711
85099B,2011-08-11,127,46301
85099B,2011-08-12,26,8278
85099B,2011-08-13,0,0
85099B,2011-08-14,22,4576
85099B,2011-08-15,42,8736
85099B,2011-08-16,45,9360
85099B,2011-08-17,271,53143
85099B,2011-08-18,290,54120
85099B,2011-08-19,80,16640
85099B,2011-08-20,0,0
85099B,2011-08-21,248,45784
85099B,2011-08-22,120,24960
85099B,2011-08-23,131,27248
85099B,2011-08-24,1068,199534
85099B,2011-08-25,88,19329
85099B,2011-08-26,40,8320
85099B,2011-08-27,0,0
85099B,2011-08-28,11,2288
85099B,2011-08-29,0,0
85099B,2011-08-30,38,11594
85099B,2011-08-31,127,27001
85099B,2011-09-01,301,56808
85099B,2011-09-02,153,39614
85099B,2011-09-03,0,0
85099B,2011-09-04,58,12064
85099B,2011-09-05,44,9152
85099B,2011-09-06,84,17472
85099B,2011-09-07,255,50930
85099B,2011-09-08,47,11826
85099B,2011-09-09,53,11639
85099B,2011-09-10,0,0
85099B,2011-09-11,53,11024
85099B,2011-09-12,83,19519
85099B,2011-09-13,144,27257
85099B,2011-09-14,3,1034
85099B,2011-09-15,167,40066
85099B,2011-09-16,119,27827
85099B,2011-09-17,0,0
85099B,2011-09-18,227,41416
85099B,2011-09-19,283,53064
85099B,2011-09-20,150,32195
85099B,2011-09-21,419,77397
85099B,2011-09-22,248,47524
85099B,2011-09-23,226,43993
85099B,2011-09-24,0,0
85099B,2011-09-25,61,12688
85099B,2011-09-26,220,43065
85099B,2011-09-27,164,35432
85099B,2011-09-28,71,14393
85099B,2011-09-29,362,69311
85099B,2011-09-30,66,16803
85099B,2011-10-01,0,0
85099B,2011-10-02,6,1248
85099B,2011-10-03,40,9345
85099B,2011-10-04,67,15986
85099B,2011-10-05,351,64013
85099B,2011-10-06,1533,280919
85099B,2011-10-07,623,110684
85099B,2011-10-08,0,0
85099B,2011-10-09,22,4576
85099B,2011-10-10,62,16996
85099B,2011-10-11,348,62184
85099B,2011-10-12,48,11009
85099B,2011-10-13,234,47107
85099B,2011-10-14,137,26826
85099B,2011-10-15,0,0
85099B,2011-10-16,18,3744
85099B,2011-10-17,409,77602
85099B,2011-10-18,102,22241
85099B,2011-10-19,54,14102
85099B,2011-10-20,131,24348
85099B,2011-10-21,22,4576
85099B,2011-10-22,0,0
85099B,2011-10-23,7,1456
85099B,2011-10-24,287,58406
85099B,2011-10-25,161,30793
85099B,2011-10-26,48,13059
85099B,2011-10-27,41,8528
85099B,2011-10-28,12,2496
85099B,2011-10-29,0,0
85099B,2011-10-30,41,8528
85099B,2011-10-31,95,29805
85099B,2011-11-01,84,17472
85099B,2011-11-02,24,6222
85099B,2011-11-03,452,81461
85099B,2011-11-04,58,14114
85099B,2011-11-05,0,0
85099B,2011-11-06,110,21430
85099B,2011-11-07,146,32828
85099B,2011-11-08,149,36117
85099B,2011-11-09,725,134220
85099B,2011-11-10,1064,192722
85099B,2011-11-11,28,6644
85099B,2011-11-12,0,0
85099B,2011-11-13,48,12034
85099B,2011-11-14,640,114920
85099B,2011-11-15,380,72440
85099B,2011-11-16,296,58228
85099B,2011-11-17,97,21406
85099B,2011-11-18,62,12896
85099B,2011-11-19,0,0
85099B,2011-11-20,87,21991
85099B,2011-11-21,147,28086
85099B,2011-11-22,122,25386
85099B,2011-11-23,146,30338
85099B,2011-11-24,229,46782
85099B,2011-11-25,55,16360
85099B,2011-11-26,0,0
85099B,2011-11-27,28,5824
85099B,2011-11-28,42,9556
85099B,2011-11-29,164,39032
85099B,2011-11-30,189,41332
85099B,2011-12-01,129,24342
85099B,2011-12-02,483,89479
85099B,2011-12-03,0,0
85099B,2011-12-04,2,416
85099B,2011-12-05,66,17008
85099B,2011-12-06,135,25385
85099B,2011-12-07,89,20357
85099B,2011-12-08,106,24918
85123A,2010-12-01,454,122418
85123A,2010-12-02,309,80355
85123A,2010-12-03,25,8855
85123A,2010-12-04,0,0
85123A,2010-12-05,198,52010
85123A,2010-12-06,161,52335
85123A,2010-12-07,331,90069
85123A,2010-12-08,151,42577
85123A,2010-12-09,194,55462
85123A,2010-12-10,165,48683
85123A,2010-12-11,0,0
85123A,2010-12-12,42,12390
85123A,2010-12-13,337,99239
85123A,2010-12-14,121,33135
85123A,2010-12-15,112,30480
85123A,2010-12-16,766,199570
85123A,2010-12-17,52,23036
85123A,2010-12-18,0,0
85123A,2010-12-19,42,11110
85123A,2010-12-20,85,23107
85123A,2010-12-21,17,6495
85123A,2010-12-22,25,7080
85123A,2010-12-23,47,12585
85123A,2010-12-24,0,0
85123A,2010-12-25,0,0
85123A,2010-12-26,0,0
85123A,2010-12-27,0,0
85123A,2010-12-28,0,0
85123A,2010-12-29,0,0
85123A,2010-12-30,0,0
85123A,2010-12-31,0,0
85123A,2011-01-01,0,0
85123A,2011-01-02,0,0
85123A,2011-01-03,0,0
85123A,2011-01-04,67,18781
85123A,2011-01-05,304,79440
85123A,2011-01-06,171,45325
85123A,2011-01-07,328,85480
85123A,2011-01-08,0,0
85123A,2011-01-09,97,27335
85123A,2011-01-10,12,3540
85123A,2011-01-11,3114,865600
85123A,2011-01-12,83,24093
85123A,2011-01-13,8,2928
85123A,2011-01-14,89,23695
85123A,2011-01-15,0,0
85123A,2011-01-16,23,6785
85123A,2011-01-17,220,61140
85123A,2011-01-18,18,5310
85123A,2011-01-19,15,4425
85123A,2011-01-20,36,10620
85123A,2011-01-21,63,16665
85123A,2011-01-22,0,0
85123A,2011-01-23,47,12585
85123A,2011-01-24,5,2327
85123A,2011-01-25,74,20550
85123A,2011-01-26,183,50569
85123A,2011-01-27,64,17600
85123A,2011-01-28,68,19064
85123A,2011-01-29,0,0
85123A,2011-01-30,123,33725
85123A,2011-01-31,29,8839
85123A,2011-02-01,189,49599
85123A,2011-02-02,222,60262
85123A,2011-02-03,31,10281
85123A,2011-02-04,42,12390
85123A,2011-02-05,0,0
85123A,2011-02-06,35,9045
85123A,2011-02-07,61,17567
85123A,2011-02-08,153,40583
85123A,2011-02-09,8,2644
85123A,2011-02-10,66,18190
85123A,2011-02-11,209,54375
85123A,2011-02-12,0,0
85123A,2011-02-13,6,1770
85123A,2011-02-14,66,17478
85123A,2011-02-15,12,3540
85123A,2011-02-16,171,46605
85123A,2011-02-17,44,12500
85123A,2011-02-18,6,1770
85123A,2011-02-19,0,0
85123A,2011-02-20,28,8260
85123A,2011-02-21,17,5867
85123A,2011-02-22,96,26896
85123A,2011-02-23,84,22220
85123A,2011-02-24,63,18105
85123A,2011-02-25,40,11800
85123A,2011-02-26,0,0
85123A,2011-02-27,27,7965
85123A,2011-02-28,37,11199
85123A,2011-03-01,80,22888
85123A,2011-03-02,33,9735
85123A,2011-03-03,96,27608
85123A,2011-03-04,21,6195
85123A,2011-03-05,0,0
85123A,2011-03-06,101,27235
85123A,2011-03-07,26,7670
85123A,2011-03-08,145,39107
85123A,2011-03-09,86,24090
85123A,2011-03-10,45,13275
85123A,2011-03-11,125,32875
85123A,2011-03-12,0,0
85123A,2011-03-13,3,885
85123A,2011-03-14,19,5605
85123A,2011-03-15,96,25760
85123A,2011-03-16,141,36475
85123A,2011-03-17,87,23673
85123A,2011-03-18,57,15240
85123A,2011-03-19,0,0
85123A,2011-03-20,47,14433
85123A,2011-03-21,38,9930
85123A,2011-03-22,72,21948
85123A,2011-03-23,83,23489
85123A,2011-03-24,52,15340
85123A,2011-03-25,31,11985
85123A,2011-03-26,0,0
85123A,2011-03-27,77,21435
85123A,2011-03-28,44,13264
85123A,2011-03-29,185,49135
85123A,2011-03-30,68,19064
85123A,2011-03-31,63,18441
85123A,2011-04-01,133,36675
85123A,2011-04-02,0,0
85123A,2011-04-03,77,20155
85123A,2011-04-04,66,18474
85123A,2011-04-05,51,15329
85123A,2011-04-06,65,18179
85123A,2011-04-07,50,14750
85123A,2011-04-08,68,20060
85123A,2011-04-09,0,0
85123A,2011-04-10,74,20550
85123A,2011-04-11,39,11505
85123A,2011-04-12,198,52010
85123A,2011-04-13,73,20255
85123A,2011-04-14,127,34905
85123A,2011-04-15,8,2360
85123A,2011-04-16,0,0
85123A,2011-04-17,23,6785
85123A,2011-04-18,2102,516208
85123A,2011-04-19,110,32734
85123A,2011-04-20,73,20255
85123A,2011-04-21,137,39559
85123A,2011-04-22,0,0
85123A,2011-04-23,0,0
85123A,2011-04-24,0,0
85123A,2011-04-25,0,0
85123A,2011-04-26,170,45314
85123A,2011-04-27,73,21107
85123A,2011-04-28,111,30185
85123A,2011-04-29,0,0
85123A,2011-04-30,0,0
85123A,2011-05-01,12,3540
85123A,2011-05-02,0,0
85123A,2011-05-03,311,81505
85123A,2011-05-04,85,23795
85123A,2011-05-05,421,110967
85123A,2011-05-06,179,48393
85123A,2011-05-07,0,0
85123A,2011-05-08,136,37560
85123A,2011-05-09,216,56324
85123A,2011-05-10,130,34510
85123A,2011-05-11,120,32840
